FeatureID,FeatureName,ROB Average,ROB Log2 Fold Change,ROB P-Value,SAY Average,SAY Log2 Fold Change,SAY P-Value
ENSGACG00000012951,ENSGACG00000012951,2.576442977314627,3.3947132606691466,5.4815572074883984e-24,0.24452516465022003,-3.3947132606691466,5.4815572074883984e-24
ENSGACG00000014415,npsn,29.70122812190605,2.4867383097928206,3.6096720821209796e-14,5.296627696901722,-2.4867383097928206,3.6096720821210326e-14
ENSGACG00000012927,ENSGACG00000012927,42.15471507236166,1.9073268595374469,4.3052018860332086e-08,11.233273433453151,-1.9073268595374469,4.3052018860332086e-08
ENSGACG00000011880,pygl,1.8159806875852547,1.6455122752056255,8.103563559581754e-06,0.5800562166659132,-1.6455122752056255,8.103563559581534e-06
ENSGACG00000001460,ENSGACG00000001460,0.4075360609482169,-1.8288726209632382,1.0957349855520116e-05,1.4497152805088696,1.8288726209632382,1.0957349855520116e-05
ENSGACG00000003056,g6pd,2.2813868691881183,1.585096700402099,1.6339228169897253e-05,0.7599416856172925,-1.585096700402099,1.6339228169897473e-05
ENSGACG00000007164,pgd,8.254235378445186,1.566138482791288,1.682953409720815e-05,2.786311093544768,-1.566138482791288,1.6829534097208064e-05
ENSGACG00000006710,ENSGACG00000006710,1.9757348234769556,1.495285114531722,6.326476879092693e-05,0.7004051237894128,-1.495285114531722,6.326476879092569e-05
ENSGACG00000006713,ENSGACG00000006713,1.5396712382623634,-1.6097021750344531,7.294391642524353e-05,4.699135772843358,1.6097021750344531,7.294391642524353e-05
ENSGACG00000007396,eno1a,1.3220469817160156,1.4887217282518712,7.559561366416e-05,0.4707640995961627,-1.4887217282518712,7.559561366416249e-05
ENSGACG00000020286,prdx5,1.8061998221224973,1.4166915442893475,0.00013373174023499168,0.6761652379023475,-1.4166915442893475,0.0001337317402349955
ENSGACG00000016593,actb1,5.445496846390075,1.4000144128932401,0.0002789620878607384,2.062516606180117,-1.4000144128932401,0.0002789620878607354
ENSGACG00000014576,ENSGACG00000014576,14.583270404970994,1.3743623755841043,0.00030524871204463657,5.62280300348732,-1.3743623755841043,0.0003052487120446449
ENSGACG00000014527,fbp2,5.6786074732524545,1.3823356746030582,0.0003418690302287134,2.177337118276742,-1.3823356746030582,0.00034186903022872124
ENSGACG00000020547,alox5ap,1.7760421536123294,1.354819953855682,0.000675778558008448,0.6940262064507114,-1.354819953855682,0.0006757785580084882
ENSGACG00000015634,scinlb,1.9260154240412732,1.3192770970475074,0.0008062933969393037,0.771423736826955,-1.3192770970475074,0.0008062933969393008
ENSGACG00000013895,ENSGACG00000013895,72.04259471018199,-1.394890294111172,0.0011199615071184946,189.37729795136693,1.394890294111172,0.0011199615071184681
ENSGACG00000007744,gpia,2.3514830716712116,1.2604446855988034,0.002043042317895305,0.981077486692274,-1.2604446855988034,0.0020430423178953014
ENSGACG00000005566,ENSGACG00000005566,3.754222193454974,1.2434423477030188,0.00293925788517077,1.5849483280893393,-1.2434423477030188,0.0029392578851706068
ENSGACG00000015537,cybb,2.990499615238016,1.1667124601926224,0.005318198301572863,1.3314926791649373,-1.1667124601926224,0.0053181983015725565
ENSGACG00000013555,coro1a,2.476189106321366,1.1669910784220874,0.005494428074561582,1.1022769161276005,-1.1669910784220874,0.005494428074561429
ENSGACG00000000675,lta4h,2.5039015584658446,1.1675470230176328,0.006142893455306026,1.1141842284931764,-1.1675470230176328,0.006142893455306056
ENSGACG00000017200,taldo1,5.954916922575346,1.1501131569676728,0.006433598341581454,2.6821221103459787,-1.1501131569676728,0.006433598341581528
ENSGACG00000019370,capgb,1.4622393866822023,1.1404544247138908,0.00879688583801243,0.6629821420690313,-1.1404544247138908,0.00879688583801309
ENSGACG00000000326,ENSGACG00000000326,16.413107318628487,1.122070000945067,0.009272321216777565,7.537753988565478,-1.122070000945067,0.009272321216777365
ENSGACG00000020946,mt-nd4l,3.3206038246060716,1.1084284922827128,0.009872524806850531,1.5394453844066025,-1.1084284922827128,0.009872524806850733
