FeatureID,FeatureName,Cluster 21 Average,Cluster 21 Log2 Fold Change,Cluster 21 P-Value
ENSGACG00000014492,hbae5,149.76868043325305,3.2215916961569047,1.5264981899141486e-07
ENSGACG00000013902,ENSGACG00000013902,53.413618743046335,3.207254201803931,1.5264981899141486e-07
ENSGACG00000013918,HBE1,167.39580516571257,3.20392885410429,1.5264981899141486e-07
ENSGACG00000006807,alas2,1.4439923766570015,3.103489819683917,9.18509916371209e-07
ENSGACG00000014487,zgc:163057,1.2446454496924195,3.0440225811092807,1.52236131412875e-06
ENSGACG00000009211,ENSGACG00000009211,1.1013036515214236,2.9811306429908657,3.778626430183793e-06
ENSGACG00000013895,ENSGACG00000013895,64.80263374526646,2.78542606511893,3.092983412324947e-05
ENSGACG00000006448,tmem205,1.5677519619631075,2.5668940726910434,0.0004036220549804408
ENSGACG00000015484,fth1b,42.134655777126895,2.4348486998787813,0.001432783749530699
ENSGACG00000020086,ENSGACG00000020086,8.683144828549603,2.3438946530304605,0.0037251071953625027
ENSGACG00000015628,ENSGACG00000015628,2.2053488128439316,2.0003030457234283,0.046901833477838176
ENSGACG00000010177,zgc:110626,1.0100505395710353,1.2240513392724048,1
ENSGACG00000014527,fbp2,7.545418261099483,0.45738590784923927,1
ENSGACG00000004750,cfl1l,5.165396109500731,0.2224074789594095,1
ENSGACG00000007762,alox5a,1.1110947579538686,0.5423219301760598,1
ENSGACG00000009846,arpc4,2.195166062154189,0.08828508678139735,1
ENSGACG00000007839,mmp25b,1.0272828868921386,0.03783350511891859,1
ENSGACG00000019097,prdx2,2.9455564591367804,0.5618164653661701,1
ENSGACG00000017044,anxa5b,1.0821130829138312,0.09647894134938728,1
ENSGACG00000016657,arpc1b,5.090200412099552,0.2353729096000876,1
ENSGACG00000016593,actb1,7.308865129691609,0.43796803127646733,1
ENSGACG00000004818,ENSGACG00000004818,1.2231050155410403,0.2487886281028433,1
ENSGACG00000006713,ENSGACG00000006713,2.3114844065716365,0.46651071506110653,1
ENSGACG00000011212,ENSGACG00000011212,4.786284468436457,0.3600736356518732,1
ENSGACG00000011880,pygl,3.271404481208553,0.4575592293211781,1
ENSGACG00000001954,ENSGACG00000001954,1.3644885924255474,0.06315672655769378,1
ENSGACG00000007843,ptprc,1.4236268752775159,0.17544643481638866,1
ENSGACG00000012927,ENSGACG00000012927,61.49441470387192,0.46874282535136214,1
ENSGACG00000012951,ENSGACG00000012951,3.8956854273412516,0.6069894639555338,1
ENSGACG00000005947,sla1,1.1843322340685578,0.41895155414033275,1
ENSGACG00000008253,ENSGACG00000008253,1.5516945474138977,0.28372527051239316,1
ENSGACG00000003056,g6pd,3.137853789470002,0.5489332364555926,1
ENSGACG00000011650,tegt,1.0496066095581134,0.3054572614269414,1
ENSGACG00000011456,ada,1.1835489455539623,0.7966365960900468,1
ENSGACG00000010752,cd63,2.933807131417846,0.3726137244034289,1
ENSGACG00000010310,ppdpfb,2.200649081756358,0.13205546765819287,1
ENSGACG00000009964,tktb,11.878178679585083,0.5705972307523068,1
ENSGACG00000008944,ENSGACG00000008944,1.1796325029809842,0.21779280942941082,1
ENSGACG00000007396,eno1a,1.9499967570857637,0.26238725700409204,1
ENSGACG00000007164,pgd,11.749327718934106,0.5158576687862362,1
ENSGACG00000006447,ybx1,5.201035736914831,0.3474457977191281,1
ENSGACG00000005566,ENSGACG00000005566,4.914352140572839,0.41447923497972305,1
ENSGACG00000005562,ENSGACG00000005562,2.370622689423605,1.0282636740675157,1
ENSGACG00000015634,scinlb,2.620883369836901,0.4477549634282576,1
ENSGACG00000001519,itgb2,1.534853844350092,0.23865637723981958,1
ENSGACG00000001577,ENSGACG00000001577,1.6496056117383484,0.18918213634995418,1
ENSGACG00000007959,lcp1,5.960433951815272,0.06923917515789313,1
ENSGACG00000001123,ENSGACG00000001123,31.736109101612914,0.20360588579825656,1
