FeatureID,FeatureName,Cluster 18 Average,Cluster 18 Log2 Fold Change,Cluster 18 P-Value
ENSGACG00000005444,ENSGACG00000005444,196.60672558094265,12.568844903084505,1.3834608140128483e-145
ENSGACG00000008886,ENSGACG00000008886,1.1034937661523154,12.57630486344684,3.0535427390133586e-90
ENSGACG00000012948,ENSGACG00000012948,5.779548600222752,5.51469996525044,1.5030080187139024e-08
ENSGACG00000012935,ENSGACG00000012935,5.128487278192885,4.74754972458258,9.315001628775612e-05
ENSGACG00000003574,rpl35,14.077821721688164,0.40042744944819386,1
ENSGACG00000004055,rpl6,10.63216243687756,0.25932167078053014,1
ENSGACG00000008736,rps24,15.418566647563226,0.271803949934843,1
ENSGACG00000011558,rps27a,22.591276127553275,0.2344620229084189,1
ENSGACG00000003895,rps23,11.821176969906679,0.19658614694252163,1
ENSGACG00000004372,rpl22,8.723118221434053,0.4919988911088269,1
ENSGACG00000004926,rps10,13.975748548319075,0.1396505825810226,1
ENSGACG00000005189,rplp2,11.7604848127683,0.35956916561564345,1
ENSGACG00000007041,rpl29,5.895415445668745,0.1144376978706414,1
ENSGACG00000000741,rps26,11.603236951091596,0.27438726386033707,1
ENSGACG00000003288,rpl38,4.262244671763318,0.20535943336067786,1
ENSGACG00000016153,rpl9,12.022564582229476,0.06756288878134376,1
ENSGACG00000019181,rps15a,18.632492241481845,0.23949809577598913,1
ENSGACG00000017861,rps6,11.903939002368102,0.30449481230591857,1
ENSGACG00000017164,rps3a,13.50400496328896,0.12993277439870532,1
ENSGACG00000016657,arpc1b,4.554670519793682,0.06571278358929611,1
ENSGACG00000004818,ENSGACG00000004818,1.4290244271672483,0.46697901207562276,1
ENSGACG00000006710,ENSGACG00000006710,2.060774608289449,0.28148194649513636,1
ENSGACG00000009305,atp5if1b,2.0028411855664525,0.3085988748408337,1
ENSGACG00000009310,rpl13a,21.104318277663033,0.4162069135919677,1
ENSGACG00000002088,rpl36,10.328701651185671,0.2843767252630789,1
ENSGACG00000004230,RPL5,9.512116264232958,0.4428542332049217,1
ENSGACG00000008021,uba52,10.538365466754612,0.2919516386697434,1
ENSGACG00000014467,serbp1a,1.7711074946744663,0.03659184334871779,1
ENSGACG00000002118,rpl11,9.283141307756352,0.34004418333574193,1
ENSGACG00000002182,ENSGACG00000002182,16.908283231868854,0.10684096330760706,1
ENSGACG00000002835,rps5,15.040620032656058,0.3271013866616186,1
ENSGACG00000003336,ENSGACG00000003336,16.331707739054266,0.3707679642844015,1
ENSGACG00000003628,rpl30,11.804624563414395,0.15127851514170976,1
ENSGACG00000003995,rplp1,21.09328334000151,0.3955633578811977,1
ENSGACG00000007961,rpl15,6.811315271575166,0.107237307209743,1
ENSGACG00000008265,rpl14,12.03635825430638,0.49564468938092876,1
ENSGACG00000009814,rps18,15.035102563825298,0.14474953196900886,1
ENSGACG00000002699,ENSGACG00000002699,13.581249526919622,0.33968331730005996,1
ENSGACG00000015245,naca,7.180985683236193,0.1907105211422655,1
ENSGACG00000008262,fance,12.17429497507542,0.3465411987028033,1
ENSGACG00000013304,ENSGACG00000013304,2.943569621211301,0.15989540738165586,1
ENSGACG00000013073,rpl10,12.342577774413648,0.47474148795104165,1
ENSGACG00000012484,zgc:171772,15.410290444317084,0.23627767970491087,1
ENSGACG00000015549,rps15,3.1118524205495293,0.4018015575487788,1
ENSGACG00000015568,rps28,9.429354231771535,0.44671353432581906,1
ENSGACG00000015634,scinlb,2.2014700634738693,0.18096633296794218,1
ENSGACG00000016489,rps8a,14.160583754149588,0.2372441582845779,1
ENSGACG00000017191,eef1da,1.655240649228473,0.14828539655728057,1
ENSGACG00000017481,gtpbp4,1.5338563349517185,0.1332272928173721,1
ENSGACG00000017667,eif3f,1.2579828934136394,0.09015929258292932,1
ENSGACG00000003250,rpl24,5.189179435331263,0.20438268771411217,1
ENSGACG00000000825,PDCL3,2.049739670627926,0.2144792550449952,1
ENSGACG00000018720,rps4x,5.589195925561477,0.07566212593914834,1
ENSGACG00000019593,rpl34,15.581331978070693,0.27036798763497183,1
ENSGACG00000020625,rpl23a,11.639100498491546,0.2001278721585522,1
ENSGACG00000020906,rps14,23.47407114047513,0.38103385628074005,1
ENSGACG00000016479,zgc:77938,1.1338398447215041,2.287266078048218,1
ENSGACG00000016901,ENSGACG00000016901,1.4455768336595332,0.5653337276874374,1
ENSGACG00000017482,rpl36a,15.909621373501007,0.19560692849267802,1
ENSGACG00000017702,eef1g,6.005764822283976,0.11371684277195282,1
ENSGACG00000018439,rpl26,13.214337849673976,0.19202432768033617,1
ENSGACG00000020009,rps16,9.296934979833257,0.19123965606571414,1
ENSGACG00000000590,rpl18a,9.583843359032858,0.12739962297574703,1
ENSGACG00000005065,nfkbiaa,1.6524819148130923,2.007843305327263,1
ENSGACG00000010916,rps12,11.804624563414395,0.13758937906280888,1
ENSGACG00000011913,rps7,18.218682079174727,0.38111116002406087,1
ENSGACG00000012791,faua,13.898503984688412,0.4263153857843984,1
ENSGACG00000012858,rps29,6.444403594329522,0.36281184913679176,1
ENSGACG00000020940,ENSGACG00000020940,15.597884384562978,0.07815392220472761,1
ENSGACG00000001940,RPS20,15.00751521967149,0.243567400513502,1
ENSGACG00000002767,rpl7,18.946987964835255,0.2526737717980243,1
ENSGACG00000003110,rpl21,15.355115756009468,0.43427870380567235,1
ENSGACG00000003543,myd88,1.4510943024902947,2.3765652861425703,1
ENSGACG00000013435,rpl17,20.53326025367921,0.3054010881938538,1
ENSGACG00000003476,rps19,15.934449983239434,0.5675804847009447,1
ENSGACG00000011547,rpl18,12.11084408352166,0.10310641518769526,1
ENSGACG00000010761,rps9,15.167521815763575,0.24737659088165076,1
ENSGACG00000005380,eif3ea,1.1172874382292193,0.11435751919039816,1
ENSGACG00000004699,rpl35a,11.771519750429825,0.20926072479032332,1
ENSGACG00000013384,rps3,10.491466981693138,0.2779008574257893,1
ENSGACG00000015169,rpl31,17.437960239621965,0.15437263026154735,1
ENSGACG00000015402,eef1b2,6.049904572930069,0.18469746512513607,1
ENSGACG00000015892,nsa2,1.3904021453519173,0.12795181214141216,1
ENSGACG00000015957,RPL7A,23.744427113182446,0.5692846409539993,1
ENSGACG00000016089,rpl28,17.782802041544564,0.5881709516088103,1
ENSGACG00000016123,rpl37,8.477590858465163,0.2427871558001664,1
ENSGACG00000000474,rpl23,25.231384963072692,0.32440728160415233,1
ENSGACG00000005975,ENSGACG00000005975,1.589031023259334,0.22140919345378596,1
ENSGACG00000006018,rpsa,13.608836871073429,0.2044396909068973,1
ENSGACG00000009280,ENSGACG00000009280,6.516130689129422,0.1992647381113022,1
ENSGACG00000014154,si:dkey-159f12.2,19.62839536543431,0.4780085506039309,1
ENSGACG00000014635,rpl27,16.891730825376566,0.3768179240888143,1
ENSGACG00000014559,rpl3,8.629321251311106,0.24845493280297015,1
ENSGACG00000015752,rpl13,11.75772607835292,0.05858704227689504,1
ENSGACG00000016070,ENSGACG00000016070,12.7370767958131,0.6826667523109373,1
ENSGACG00000017042,rps17,8.880366083110758,0.39212117614032094,1
ENSGACG00000017491,rpl12,11.319087306307376,0.06890303615589088,1
ENSGACG00000006523,RPL27A,9.683157797986567,0.1597724942547405,1
ENSGACG00000006058,rsl24d1,1.9200791531050287,0.09265568225247756,1
ENSGACG00000004968,rpl4,2.1876763913969652,0.23166619236236152,1
maker-chrY-augustus-gene-46.49,maker-chrY-augustus-gene-46.49,1.8869743401204593,0.28231176302195937,1
