FeatureID,FeatureName,Cluster 12 Average,Cluster 12 Log2 Fold Change,Cluster 12 P-Value
ENSGACG00000015680,swap70a,3.770883790179169,3.407959764985684,9.88859694851427e-32
ENSGACG00000004949,ENSGACG00000004949,2.567711346811394,3.183650291219705,3.766760346333858e-27
ENSGACG00000003230,cd79a,1.1793066202636682,3.1748974037058297,5.241654051155524e-27
ENSGACG00000012781,ENSGACG00000012781,2.082272130900829,3.165307344423103,6.804768230457872e-27
ENSGACG00000015958,irf8,1.96378041268219,2.968457983719342,3.0377151705194734e-23
ENSGACG00000010720,ENSGACG00000010720,1.0630758747601554,2.9897765160720855,1.076433242755419e-22
ENSGACG00000009519,ENSGACG00000009519,1.5628345845331846,2.8653862641029963,5.520843778394057e-21
ENSGACG00000005778,dap1b,3.2723811763589876,2.2963875102700224,2.55455254599691e-13
ENSGACG00000000330,ENSGACG00000000330,1.3322991073205255,1.6640510644918893,1.0150769552808422e-06
ENSGACG00000000344,ENSGACG00000000344,4.19728649630589,1.6188069402991005,2.1733507327466174e-06
ENSGACG00000010801,ENSGACG00000010801,9.175278497171757,1.5543852914293192,6.860218269922391e-06
ENSGACG00000015628,ENSGACG00000015628,1.3417616968319785,1.4595038943481542,3.490557441191794e-05
ENSGACG00000000082,ENSGACG00000000082,1.241106541143778,1.3540855324393155,0.0001678709656688712
ENSGACG00000004699,rpl35a,21.104003062715996,1.2984278752168148,0.00035664283519464083
ENSGACG00000017482,rpl36a,28.724402249722605,1.293893237297096,0.00037816782886802874
ENSGACG00000018016,cd74a,7.495040810912402,1.2463901631135772,0.0007445753668858495
ENSGACG00000001804,zgc:162944,1.0252255167143427,1.196272930467018,0.0014126735690254601
ENSGACG00000001460,ENSGACG00000001460,1.6420523692927835,1.0880053567689891,0.004978311892772961
ENSGACG00000015169,rpl31,28.432569290010978,1.0445442475624103,0.007720167775267339
ENSGACG00000002767,rpl7,28.584305681114987,1.0261656687781255,0.009289050876827241
ENSGACG00000000350,ENSGACG00000000350,2.2505052488522392,1.0184758207024314,0.01032121119687701
ENSGACG00000017163,ENSGACG00000017163,2.3592831583688554,1.007236037648755,0.011809399335477418
ENSGACG00000017042,rps17,11.998563500522575,0.999628474076804,0.012039968042442286
ENSGACG00000003653,zgc:64051,5.425329639540051,0.997772506279305,0.012291686974995853
ENSGACG00000019181,rps15a,27.4315445553215,0.9638592737427918,0.0169425496830971
ENSGACG00000008736,rps24,22.14044970327578,0.9588793220415877,0.0177701458182876
ENSGACG00000020906,rps14,31.100349614399242,0.9494522427783654,0.019330916506166237
ENSGACG00000000474,rpl23,34.48142496054466,0.9346273116742028,0.02206158497786178
ENSGACG00000009814,rps18,22.77988628300548,0.8962813316868985,0.030971930004193772
ENSGACG00000011547,rpl18,18.816401113389656,0.8896004072331314,0.03270298813451362
ENSGACG00000016089,rpl28,19.667280511848727,0.8799855538859216,0.035412003287915356
ENSGACG00000015568,rps28,11.482977981743664,0.8775520644692438,0.036163133188868476
ENSGACG00000015752,rpl13,18.678230558576402,0.8740324456731265,0.037231300248285165
ENSGACG00000011558,rps27a,31.67195701267516,0.867680187883674,0.03923728081135177
ENSGACG00000014154,si:dkey-159f12.2,23.20243696154347,0.8628981561342774,0.040846437883132
ENSGACG00000019593,rpl34,21.010549523824125,0.8418397130953696,0.04848044156290474
ENSGACG00000015957,RPL7A,25.95680416694804,0.8351589650578934,0.05097525374020653
ENSGACG00000019805,btg1,1.753928648826424,0.8310623265331635,0.05298670104472805
