FeatureID,FeatureName,Cluster 03 Average,Cluster 03 Log2 Fold Change,Cluster 03 P-Value
ENSGACG00000008035,mmp9,1.7572327097483513,3.574119065865749,1.6075848076744567e-38
ENSGACG00000010177,zgc:110626,1.6358607036563875,2.895023038814994,1.401090002713701e-24
ENSGACG00000005562,ENSGACG00000005562,4.286002356976804,2.833734918217251,1.5858805539306533e-23
ENSGACG00000008445,ENSGACG00000008445,1.1085791785443584,2.6751412881921874,5.698448122101846e-21
ENSGACG00000001000,hvcn1,1.231002593460075,2.613935709731774,5.407690689505849e-20
ENSGACG00000007762,alox5a,2.540269431238249,2.5529208463755664,4.1986674137664586e-19
ENSGACG00000000546,ENSGACG00000000546,6.172361212892296,2.4988256964661506,2.525591228635979e-18
ENSGACG00000003056,g6pd,6.808792116520163,2.4104952495972247,4.8047410212493105e-17
ENSGACG00000006997,alas1,1.921843903717149,2.3408125244842966,5.373546008087817e-16
ENSGACG00000017305,ENSGACG00000017305,2.794644653534942,2.251997144360966,8.768407368272754e-15
ENSGACG00000004068,gadd45ab,1.543796718526533,2.2398856831563276,1.3807132621938227e-14
ENSGACG00000016648,lpcat2,1.3054554807920702,2.2100461477726987,3.400972757265015e-14
ENSGACG00000019298,ENSGACG00000019298,1.2585363620321015,2.2073962796549558,3.75598676636713e-14
ENSGACG00000009964,tktb,23.519161117680834,2.194043996008744,5.104232724900428e-14
ENSGACG00000016599,si:dkey-222f8.3,1.3254322484433734,2.192309530669562,5.802795943823465e-14
ENSGACG00000016593,actb1,15.65462311600989,2.1673335007627017,1.138881881254334e-13
ENSGACG00000019403,ENSGACG00000019403,1.6882997187410584,2.1616454560329905,1.4694409253951348e-13
ENSGACG00000005566,ENSGACG00000005566,10.582035532763024,2.139512964925297,2.6986410348176765e-13
ENSGACG00000005989,msra,1.32812648355424,2.133195217787007,3.3942461104354877e-13
ENSGACG00000014527,fbp2,15.729273142496341,2.1296048916240267,3.522014210226694e-13
ENSGACG00000019142,ENSGACG00000019142,12.287552070993033,2.1235484225970587,4.1888573765146665e-13
ENSGACG00000007164,pgd,23.36933536029606,2.108629632685117,6.487702670125035e-13
ENSGACG00000007744,gpia,6.8923791180085106,2.078703476873695,1.5556606605544375e-12
ENSGACG00000012951,ENSGACG00000012951,7.130654642691489,2.0498880124014116,3.6267576750110915e-12
ENSGACG00000018416,ENSGACG00000018416,1.1371643559401376,2.0503831776299664,3.747861861780782e-12
ENSGACG00000014415,npsn,74.9477066096738,2.03411756465296,5.460017587618345e-12
ENSGACG00000017166,mpx,2.5546605895133654,2.006636686977261,1.1873989626540737e-11
ENSGACG00000004882,ENSGACG00000004882,7.828658675560379,1.9949300220468626,1.6247221071019275e-11
ENSGACG00000011212,ENSGACG00000011212,10.065925226403367,1.983597268020355,2.1117300026863006e-11
ENSGACG00000015943,cyba,10.178294544441949,1.9377335584203408,7.103871508762289e-11
ENSGACG00000012171,ENSGACG00000012171,1.4318216787968598,1.9110170569036682,1.5100208383106515e-10
ENSGACG00000003679,id4,2.140471226006247,1.9106745923302473,1.5100208383106515e-10
ENSGACG00000015423,ENSGACG00000015423,4.272531181422472,1.9071597100295796,1.6097901366521006e-10
ENSGACG00000006964,pgm1,1.0313006299985277,1.8920163506965264,2.520321717028062e-10
ENSGACG00000000834,npsn,6.191877989183208,1.8872989419372281,2.812168480907182e-10
ENSGACG00000015634,scinlb,4.983743537639756,1.8782079524009296,3.3588045929353943e-10
ENSGACG00000015537,cybb,9.034427457250386,1.848058620772031,7.0864966940937e-10
ENSGACG00000020547,alox5ap,4.820512317752134,1.833674231348076,1.0285818846140003e-09
ENSGACG00000016070,ENSGACG00000016070,19.96566214560231,1.8278900527568944,1.154274908133433e-09
ENSGACG00000004460,fam49bb,2.3749353937031215,1.8207932367588642,1.4136066671538869e-09
ENSGACG00000000326,ENSGACG00000000326,46.36896909294004,1.809125974725621,1.8224688528812902e-09
ENSGACG00000016890,klf2b,1.7647897106690746,1.8037565464456857,2.20580847155218e-09
ENSGACG00000003798,rpe,1.5881530282786043,1.7969085663930247,2.5420114310163377e-09
ENSGACG00000001966,ncf2,5.815079351970798,1.7784246084236224,3.814653914241105e-09
ENSGACG00000005947,sla1,2.1955387631503,1.7695644395341994,4.7759080887742894e-09
ENSGACG00000011880,pygl,5.847081608043774,1.7444816901272786,8.573168867362045e-09
ENSGACG00000014576,ENSGACG00000014576,40.00774857008115,1.7102169242493472,1.8292107439891063e-08
ENSGACG00000019370,capgb,3.977611006359811,1.6944240447643892,2.6600116495991283e-08
ENSGACG00000001519,itgb2,3.094164742201521,1.682620723058364,3.4507855372431987e-08
ENSGACG00000005779,ENSGACG00000005779,2.137251286483504,1.6750163047643007,4.143168551008834e-08
ENSGACG00000019990,hcls1,2.124831519752924,1.6687859636180336,4.742715797938265e-08
ENSGACG00000000675,lta4h,6.836391598143674,1.6549565951451983,6.347882534045933e-08
ENSGACG00000020896,rhogb,7.193147754653296,1.6528059950524665,6.566369721499094e-08
ENSGACG00000013555,coro1a,6.940941063055593,1.6435628411402656,8.029613229824777e-08
ENSGACG00000013212,ENSGACG00000013212,1.236259637578839,1.6358297745612678,9.725445738355283e-08
ENSGACG00000004178,ENSGACG00000004178,2.1392226780280406,1.6340538184557096,9.942112281176254e-08
ENSGACG00000014503,arpc2,4.005079061880353,1.6190720998461434,1.3432960039238345e-07
ENSGACG00000001782,taf9,1.210105843087988,1.619839346591002,1.3768168142440362e-07
ENSGACG00000014208,fmnl1a,1.093596602805881,1.6106469075816534,1.651538684876774e-07
ENSGACG00000014831,ENSGACG00000014831,1.5564793374630512,1.6076855858070602,1.7495039571652464e-07
ENSGACG00000007368,arpc5b,1.1593753673419156,1.6077243344930945,1.7537258313798478e-07
ENSGACG00000017200,taldo1,14.93118813221648,1.6011958900053842,1.9422623429873792e-07
ENSGACG00000007843,ptprc,2.8788887855381353,1.5919235019954774,2.3642790456564476e-07
ENSGACG00000018552,sh3bgrl,3.6028494737434227,1.5873991948786914,2.5810612375059654e-07
ENSGACG00000010111,ptpn6,2.41751745106511,1.5809746603029506,2.9794864678729484e-07
ENSGACG00000004252,MYL12B,5.7981253846877845,1.5495081908051944,5.579469701673627e-07
ENSGACG00000020795,pgk1,1.715833487313085,1.5274695965665446,8.809486650012769e-07
ENSGACG00000017611,arpc3,5.6587480024890535,1.5211295714278261,9.722630861445457e-07
ENSGACG00000004750,cfl1l,9.788419009984114,1.5168969720309327,1.055222543159852e-06
ENSGACG00000001123,ENSGACG00000001123,60.56647100533152,1.5046212752617683,1.3411692927519604e-06
ENSGACG00000005864,gapdhs,4.799352715174109,1.495221563085308,1.6289959976111484e-06
ENSGACG00000001577,ENSGACG00000001577,3.152583644971286,1.4857319159902882,1.9520471703595057e-06
ENSGACG00000009214,cpa1,8.106427744185572,1.4627049054923484,3.043021818919105e-06
ENSGACG00000007836,ENSGACG00000007836,57.57560718006371,1.4595536649304872,3.1451918608703256e-06
ENSGACG00000013470,CTSS,4.463624735139543,1.4221540752599435,6.430050814733922e-06
ENSGACG00000014009,si:ch211-79k12.1,1.7942948707856377,1.41235980895515,7.681428090642646e-06
ENSGACG00000016657,arpc1b,9.100600500095329,1.4077125149048033,8.23732832604366e-06
ENSGACG00000012927,ENSGACG00000012927,93.71601124417613,1.4002644244188724,9.510881591610154e-06
ENSGACG00000010752,cd63,4.739356699168715,1.3870721049692487,1.1836319475897265e-05
ENSGACG00000007396,eno1a,3.361945427001062,1.368008968753072,1.6345211611849415e-05
ENSGACG00000020358,tagln2,3.4159615553213625,1.3502163923288724,2.1987260185911317e-05
ENSGACG00000015525,spi1b,2.3266363008619773,1.3474269859865504,2.317179346441091e-05
ENSGACG00000008944,ENSGACG00000008944,2.0749553136761505,1.346478940366394,2.3495726857316246e-05
ENSGACG00000020827,ncf1,6.556322572716522,1.3329560806638545,2.9365795136814163e-05
ENSGACG00000020333,msna,2.7445055952522304,1.3253073788253285,3.354449908247175e-05
ENSGACG00000011976,ENSGACG00000011976,2.602631117097087,1.3169034537220874,3.836021342132532e-05
ENSGACG00000007839,mmp25b,1.9849284331423172,1.288501443945507,6.142597829004593e-05
