FeatureID,FeatureName,Cluster 15 Average,Cluster 15 Log2 Fold Change,Cluster 15 P-Value
ENSGACG00000020069,ENSGACG00000020069,37.82162171152675,7.656086178518882,5.285989008397332e-19
ENSGACG00000001633,ENSGACG00000001633,1.6973416590632597,7.48073786411313,7.170069958323388e-15
ENSGACG00000018786,ENSGACG00000018786,1.464563374391727,7.194664735736301,2.924852674542372e-14
ENSGACG00000014601,ENSGACG00000014601,1.0038563526459852,7.256185783918715,4.0523556975549283e-13
ENSGACG00000018539,sh2d1ab,2.240490989963503,6.475566057517509,8.100951813316154e-10
ENSGACG00000003094,ENSGACG00000003094,1.585802064324817,5.937980216896242,4.174091231073765e-06
ENSGACG00000018028,spock3,1.0620509238138682,5.732084093902318,1.1566910328236778e-05
ENSGACG00000012571,kcnk6,1.3287760416666663,5.13435767230229,0.0006177479154825986
ENSGACG00000007301,runx3,1.0038563526459852,4.134715033293883,0.07414526942371916
ENSGACG00000017447,nrarpa,1.8088812538017025,3.8234068788197857,0.18323568732709516
ENSGACG00000009575,id3,1.6924921114659361,3.6899318458936916,0.25643990906943886
ENSGACG00000010201,dapk2b,1.8719253725669094,3.6094477227160904,0.2805902608549034
ENSGACG00000012958,nr1d2a,1.1299445901763987,3.5848627344135817,0.30544449044828353
ENSGACG00000018050,ENSGACG00000018050,1.6391470878953767,3.3502263883977106,0.515649399492807
ENSGACG00000002593,fam53b,1.1541923281630166,3.1499143441953406,0.6675653252421556
ENSGACG00000005291,ENSGACG00000005291,1.5761029691301698,3.026301948254775,0.7888277348724749
ENSGACG00000003653,zgc:64051,3.399532865723843,0.14767759074619602,0.947223701819184
ENSGACG00000006793,gadd45ga,1.9931640624999993,2.3000163457039915,0.947223701819184
ENSGACG00000012630,cox6a1,1.0814491142031626,0.5291482449545042,0.947223701819184
ENSGACG00000001066,ENSGACG00000001066,1.1687409709549874,0.2595134958042193,0.947223701819184
ENSGACG00000010458,BRK1,1.430616541210462,0.2522149132317596,0.947223701819184
ENSGACG00000015228,ENSGACG00000015228,1.0862986618004862,2.313666646689308,0.947223701819184
ENSGACG00000005090,ENSGACG00000005090,2.1095532048357657,1.0879973691299183,0.947223701819184
ENSGACG00000007839,mmp25b,1.2948292084854012,0.3700794603694314,0.947223701819184
ENSGACG00000019097,prdx2,2.0998541096411185,0.05194923567535703,0.947223701819184
ENSGACG00000004038,psma3,1.2802805656934302,0.19305383817525368,0.947223701819184
ENSGACG00000004818,ENSGACG00000004818,2.628454797749391,1.3457852609481087,0.947223701819184
ENSGACG00000006710,ENSGACG00000006710,3.2152500570255467,0.9220989386191865,0.947223701819184
ENSGACG00000006713,ENSGACG00000006713,1.9446685865267634,0.19980446548679887,0.947223701819184
ENSGACG00000007324,ENSGACG00000007324,1.0232545430352795,0.41633288327472656,0.947223701819184
ENSGACG00000009305,atp5if1b,1.9446685865267634,0.2639895770933157,0.947223701819184
ENSGACG00000012607,ENSGACG00000012607,1.7167398494525543,0.6471962754265894,0.947223701819184
ENSGACG00000001954,ENSGACG00000001954,1.4451651840024327,0.1426195916027898,0.947223701819184
ENSGACG00000007843,ptprc,2.1386504904197072,0.7561755386307526,0.947223701819184
ENSGACG00000013244,ENSGACG00000013244,1.0669004714111918,0.29863665303266873,0.947223701819184
ENSGACG00000000151,ENSGACG00000000151,2.3326323943126512,1.2923152075626294,0.947223701819184
ENSGACG00000005947,sla1,2.347181037104622,1.3939508728657861,0.947223701819184
ENSGACG00000007537,gstr,1.028104090632603,1.9210715172921766,0.947223701819184
ENSGACG00000008253,ENSGACG00000008253,2.0513586336678826,0.6765274550952171,0.947223701819184
ENSGACG00000000061,cnbpa,1.7118903018552307,0.0542336425124077,0.947223701819184
ENSGACG00000011650,tegt,1.0135554478406323,0.24638724371286636,0.947223701819184
ENSGACG00000010310,ppdpfb,2.565410678984184,0.34649404939484096,0.947223701819184
ENSGACG00000008944,ENSGACG00000008944,1.1056968521897808,0.11775823856731138,0.947223701819184
ENSGACG00000006447,ybx1,4.296699171228709,0.05652328817032348,0.947223701819184
ENSGACG00000013304,ENSGACG00000013304,2.6672511785279798,0.015329969620124118,0.947223701819184
ENSGACG00000015206,cirbpa,1.973765872110705,1.4174284854935835,0.947223701819184
ENSGACG00000015634,scinlb,5.450891499391726,1.4904359601531314,0.947223701819184
ENSGACG00000017667,eif3f,1.309377851277372,0.14707824359256305,0.947223701819184
ENSGACG00000017701,ENSGACG00000017701,1.4985102075729921,0.8105787607890277,0.947223701819184
ENSGACG00000001519,itgb2,2.2113937043795615,0.7570703919277417,0.947223701819184
ENSGACG00000001577,ENSGACG00000001577,1.5761029691301698,0.1159074096704279,0.947223701819184
ENSGACG00000001804,zgc:162944,1.0038563526459852,0.9506359790434125,0.947223701819184
ENSGACG00000005778,dap1b,1.5130588503649631,0.6031525571089889,0.947223701819184
ENSGACG00000007989,itm2bb,2.812737606447688,0.07914456210838994,0.947223701819184
ENSGACG00000000825,PDCL3,2.322933299118004,0.393151104425694,0.947223701819184
ENSGACG00000000344,ENSGACG00000000344,1.973765872110705,0.19188681438547872,0.947223701819184
ENSGACG00000000350,ENSGACG00000000350,1.5664038739355226,0.3181062291768805,0.947223701819184
ENSGACG00000019326,ponzr1,2.3908269654805347,0.489069851572831,0.947223701819184
ENSGACG00000019396,gabarapb,1.0038563526459852,0.5980666085419621,0.947223701819184
ENSGACG00000020072,eif4a1b,2.230791894768856,0.14456871215913702,0.947223701819184
ENSGACG00000020086,ENSGACG00000020086,3.089161819495133,0.6997983899822472,0.947223701819184
ENSGACG00000020257,ubb,4.000876767791969,0.649211042456528,0.947223701819184
ENSGACG00000020286,prdx5,1.3045283036800484,0.006304180150574656,0.947223701819184
ENSGACG00000020333,msna,1.7652353254257902,0.3732575823658011,0.947223701819184
ENSGACG00000016901,ENSGACG00000016901,2.4199242510644763,1.307784205781622,0.947223701819184
ENSGACG00000019287,ENSGACG00000019287,4.214256862074208,0.9092949153878163,0.947223701819184
ENSGACG00000019282,ENSGACG00000019282,22.007246996654494,1.2445808197104715,0.947223701819184
ENSGACG00000019805,btg1,3.0115690579379555,1.4765083336412195,0.947223701819184
ENSGACG00000019990,hcls1,1.6973416590632597,0.9105595413102205,0.947223701819184
ENSGACG00000009991,tagapb,1.707040754257907,2.58927058450526,0.947223701819184
ENSGACG00000010476,fosab,1.115395947384428,0.3847329241760702,0.947223701819184
ENSGACG00000020946,mt-nd4l,4.088168624543794,0.18178487836330115,0.947223701819184
ENSGACG00000004252,MYL12B,2.8563835348236,0.1339063815423467,0.947223701819184
ENSGACG00000012745,sat1b,2.0853054668491477,2.158725246248393,0.947223701819184
ENSGACG00000014009,si:ch211-79k12.1,2.1725973236009724,1.3473243623502595,0.947223701819184
ENSGACG00000013157,rbm8a,1.3481742320559607,0.10165779780276618,0.947223701819184
ENSGACG00000008411,ENSGACG00000008411,1.0862986618004862,0.3083687538061505,0.947223701819184
ENSGACG00000005380,eif3ea,1.0572013762165446,0.03426550650328275,0.947223701819184
ENSGACG00000005779,ENSGACG00000005779,1.7506866826338194,0.9507032156608034,0.947223701819184
ENSGACG00000011976,ENSGACG00000011976,1.915571300942822,0.5623293621451902,0.947223701819184
ENSGACG00000014503,arpc2,1.8234298965936735,0.06548844491731765,0.947223701819184
ENSGACG00000013901,zgc:92027,2.8272862492396587,1.3481707244479741,0.947223701819184
ENSGACG00000017611,arpc3,2.7302952972931864,0.08564426485990184,0.947223701819184
ENSGACG00000005605,atp5mc1,3.0697636291058386,0.26221532421300875,0.947223701819184
ENSGACG00000005975,ENSGACG00000005975,1.4936606599756685,0.13066283737961704,0.947223701819184
ENSGACG00000007176,ENSGACG00000007176,1.4936606599756685,0.5727795316784886,0.947223701819184
ENSGACG00000009661,NDUFA4,1.658545278284671,0.029849404503004662,0.947223701819184
ENSGACG00000013555,coro1a,3.2152500570255467,0.10426267841723713,0.947223701819184
ENSGACG00000014523,grap2a,1.3045283036800484,1.7750227622107624,0.947223701819184
ENSGACG00000014885,eif1b,1.246333732512165,0.823699550832374,0.947223701819184
ENSGACG00000015963,cox4i1,2.240490989963503,0.0805084723938363,0.947223701819184
ENSGACG00000010801,ENSGACG00000010801,5.2229627623175165,0.42104058382305287,1
ENSGACG00000005189,rplp2,9.71364383743917,0.07969230484833467,1
ENSGACG00000014492,hbae5,28.345605706356437,0.5222750225087793,1
ENSGACG00000016657,arpc1b,5.227812309914841,0.26240497379481154,1
ENSGACG00000008021,uba52,9.0007603406326,0.060705322959651475,1
ENSGACG00000015568,rps28,6.963950349756689,0.0050357197969699286,1
ENSGACG00000001123,ENSGACG00000001123,32.812039043491474,0.24015935544450073,1
ENSGACG00000020692,ENSGACG00000020692,8.186036344282236,0.0347680145632161,1
ENSGACG00000017482,rpl36a,13.986095270681261,0.006153450960148632,1
ENSGACG00000018016,cd74a,4.485831527524329,0.270348364507484,1
ENSGACG00000012791,faua,10.654456071319949,0.03838618466323185,1
ENSGACG00000020925,mt-nd1,4.898043073296836,0.14387956957373182,1
ENSGACG00000020929,mt-nd2,5.9406958067214095,0.3135524910612193,1
ENSGACG00000020935,mt-co1,16.53210775927615,0.3969911928662211,1
ENSGACG00000020938,mt-co2,71.70541077402675,0.2909764969906625,1
ENSGACG00000020940,ENSGACG00000020940,15.513702763838195,0.0673797433523573,1
ENSGACG00000020942,mt-co3,27.21566111618004,0.17468115353218305,1
ENSGACG00000020954,mt-cyb,14.262519483728706,0.15601098997252638,1
ENSGACG00000003476,rps19,11.28974680656934,0.06528253242234694,1
ENSGACG00000006818,rps25,13.53993689172749,0.05607250100829475,1
ENSGACG00000016089,rpl28,12.991938013229923,0.13012200788303918,1
ENSGACG00000007836,ENSGACG00000007836,32.55501302083332,0.2726293100981385,1
ENSGACG00000013895,ENSGACG00000013895,13.423547749391723,0.2956151018816797,1
ENSGACG00000013902,ENSGACG00000013902,9.893077098540143,0.480022308161566,1
ENSGACG00000013918,HBE1,32.30283654577249,0.5362532806279994,1
ENSGACG00000015484,fth1b,10.130704930809,0.21092433000887212,1
