FeatureID,FeatureName,Cluster 19 Average,Cluster 19 Log2 Fold Change,Cluster 19 P-Value
ENSGACG00000011104,th,1.8769514844315704,12.032797515072735,2.016804458802892e-20
ENSGACG00000005708,rgs5a,5.808204199855174,11.877241755865558,1.0221953922389386e-19
ENSGACG00000014981,scg3,1.3005648081100645,12.145960866654423,1.3129725414744437e-19
ENSGACG00000015653,lmo1,1.9951846488052127,12.120260356323074,4.42928010017133e-18
ENSGACG00000006392,ptprna,1.1823316437364224,11.957610018678515,5.115754240206479e-18
ENSGACG00000016418,hand2,1.167552498189717,12.1620805320177,8.48600248762889e-18
ENSGACG00000009946,soul5,2.7784793627805926,11.154467347907826,2.7752309827838282e-17
ENSGACG00000004286,cox4i2,1.3301230992034752,10.318199733934984,1.5585670967357874e-15
ENSGACG00000002770,gch2,1.7734974656046334,12.437087579517572,6.979078130970311e-15
ENSGACG00000005236,tspan2a,1.0788776249094854,9.692053798141204,1.6497582509947948e-10
ENSGACG00000016157,zgc:122979,1.2857856625633592,12.71462155504648,2.387857606352777e-10
ENSGACG00000002475,ptgdsb.1,6.473265749456912,8.786394539780792,4.922174687514045e-09
ENSGACG00000017334,tspan7,3.325307748008688,7.12765079887759,6.168591243190265e-06
maker-chrY-snap-gene-66.9,maker-chrY-snap-gene-66.9,1.4926937002172331,5.869322837529555,0.010693588720034043
ENSGACG00000000724,ENSGACG00000000724,1.8621723388848652,5.59961774043338,0.013997463522180117
ENSGACG00000013618,gadd45bb,1.3005648081100645,5.045590541624697,0.05762154599384846
ENSGACG00000012584,tob1a,1.0936567704561906,3.7195055877205716,0.3639940479904737
ENSGACG00000003653,zgc:64051,3.2070745836350456,0.0536879590550301,0.6467936774046219
ENSGACG00000001072,si:ch211-191j22.3,1.0788776249094854,0.7758830393416256,0.6467936774046219
ENSGACG00000001066,ENSGACG00000001066,1.2118899348298329,0.3087709766140264,0.6467936774046219
ENSGACG00000004652,ENSGACG00000004652,3.3548660391020984,2.715517145818686,0.6467936774046219
ENSGACG00000005108,psap,2.349884141926139,0.23024268475105347,0.6467936774046219
ENSGACG00000003568,ENSGACG00000003568,1.3005648081100645,0.23095294362339602,0.6467936774046219
ENSGACG00000007536,ENSGACG00000007536,1.4187979724837068,0.9535863675504803,0.6467936774046219
ENSGACG00000019097,prdx2,2.1577552498189707,0.08347131448782119,0.6467936774046219
ENSGACG00000004818,ENSGACG00000004818,1.1527733526430117,0.15345984707433136,0.6467936774046219
ENSGACG00000006710,ENSGACG00000006710,2.37944243301955,0.4779470252939302,0.6467936774046219
ENSGACG00000006713,ENSGACG00000006713,2.1429761042722655,0.3318330522398738,0.6467936774046219
ENSGACG00000007324,ENSGACG00000007324,1.3301230992034752,0.7893669238169756,0.6467936774046219
ENSGACG00000009305,atp5if1b,2.113417813178855,0.3759943466484301,0.6467936774046219
ENSGACG00000012607,ENSGACG00000012607,1.5222519913106438,0.4680268521592251,0.6467936774046219
ENSGACG00000001954,ENSGACG00000001954,1.5813685734974647,0.2668442136316712,0.6467936774046219
ENSGACG00000006229,fkbp2,1.2857856625633592,0.41840635069659865,0.6467936774046219
ENSGACG00000012970,bsg,1.3153439536567697,1.6188338491452086,0.6467936774046219
ENSGACG00000008253,ENSGACG00000008253,2.09863866763215,0.7006964900279832,0.6467936774046219
ENSGACG00000000061,cnbpa,1.6848225923244018,0.025470133387965777,0.6467936774046219
ENSGACG00000011650,tegt,1.3005648081100645,0.601282583524654,0.6467936774046219
ENSGACG00000010310,ppdpfb,2.793258508327298,0.45949011776976345,0.6467936774046219
ENSGACG00000007599,atp5pb,1.004981897175959,0.5767414711181963,0.6467936774046219
ENSGACG00000007396,eno1a,2.1577552498189707,0.3899698515705352,0.6467936774046219
ENSGACG00000015206,cirbpa,1.743939174511223,1.2294067240777014,0.6467936774046219
ENSGACG00000016172,prdx1,2.3055467052860235,2.3512292252354303,0.6467936774046219
ENSGACG00000001512,DBI,1.167552498189717,0.04730792757435409,0.6467936774046219
ENSGACG00000005778,dap1b,2.453338160753076,1.290166074652157,0.6467936774046219
ENSGACG00000000350,ENSGACG00000000350,1.2857856625633592,0.0303843084199249,0.6467936774046219
ENSGACG00000019396,gabarapb,1.433577118030412,1.1053737041094074,0.6467936774046219
ENSGACG00000020086,ENSGACG00000020086,5.57173787110789,1.5381039109796848,0.6467936774046219
ENSGACG00000020257,ubb,5.084026068066616,0.9823456910567723,0.6467936774046219
ENSGACG00000020581,sod1,1.699601737871107,1.4688138929318342,0.6467936774046219
ENSGACG00000020884,skp1,1.004981897175959,1.2662674633643898,0.6467936774046219
ENSGACG00000001936,rnasekb,1.965626357711802,1.4339950362444185,0.6467936774046219
ENSGACG00000016901,ENSGACG00000016901,2.7341419261404765,1.4718102662919568,0.6467936774046219
ENSGACG00000019287,ENSGACG00000019287,3.4583200579290354,0.6121730048349916,0.6467936774046219
ENSGACG00000019282,ENSGACG00000019282,10.374960173787105,0.14303986324415385,0.6467936774046219
ENSGACG00000019805,btg1,1.7882766111513386,0.7149718933473642,0.6467936774046219
ENSGACG00000010476,fosab,2.970608254887761,1.7862489516798041,0.6467936774046219
ENSGACG00000020925,mt-nd1,7.847726285300503,0.8115089274643594,0.6467936774046219
ENSGACG00000020929,mt-nd2,7.478247646632871,0.6329150480307515,0.6467936774046219
ENSGACG00000020946,mt-nd4l,6.074228819695869,0.7409195453711861,0.6467936774046219
ENSGACG00000020951,mt-nd5,2.275988414192613,1.306776648515415,0.6467936774046219
ENSGACG00000001751,ENSGACG00000001751,1.3744605358435908,1.148198604443806,0.6467936774046219
ENSGACG00000014009,si:ch211-79k12.1,1.0345401882693694,0.27529627206293844,0.6467936774046219
ENSGACG00000013220,tmem176l.1,1.6257060101375806,0.08842745315501266,0.6467936774046219
ENSGACG00000013157,rbm8a,1.3892396813902963,0.14072305655922646,0.6467936774046219
ENSGACG00000010464,zgc:92606,1.5518102824040543,1.2354535257198396,0.6467936774046219
ENSGACG00000009950,tpi1b,1.167552498189717,0.8705740489073145,0.6467936774046219
ENSGACG00000005864,gapdhs,3.6947863866763195,0.7324751254716821,0.6467936774046219
ENSGACG00000004619,spcs2,1.226669080376538,0.6923014509762095,0.6467936774046219
ENSGACG00000015475,atp6v1g1,2.6602461984069503,1.1438444842605726,0.6467936774046219
ENSGACG00000005975,ENSGACG00000005975,1.5665894279507595,0.1939722800081055,0.6467936774046219
ENSGACG00000014908,arl6ip1,1.0345401882693694,0.22860804929626916,0.6467936774046219
ENSGACG00000015484,fth1b,12.517936278059372,0.5029513176878853,0.6467936774046219
ENSGACG00000015963,cox4i1,2.275988414192613,0.09510888403622042,0.6467936774046219
ENSGACG00000013902,ENSGACG00000013902,15.089507603186089,1.075508024576103,0.6653036967594199
ENSGACG00000013918,HBE1,42.076227371469926,0.9031899199877333,0.6900752844729339
ENSGACG00000020938,mt-co2,107.7843084721216,0.8650378150648956,0.6975289506873185
ENSGACG00000020935,mt-co1,22.626871832005783,0.8359111867773992,0.7032449397827354
ENSGACG00000020942,mt-co3,41.91365677045617,0.7840793865587363,0.7144581283151988
ENSGACG00000020954,mt-cyb,21.87313540912381,0.7596050783407331,0.7197004974908583
ENSGACG00000014492,hbae5,32.91315713251266,0.7233317553914294,0.7241992863446893
ENSGACG00000013895,ENSGACG00000013895,18.00099927588703,0.7053443004093274,0.7273094230778562
