FeatureID,FeatureName,GOS Average,GOS Log2 Fold Change,GOS P-Value,ROB Average,ROB Log2 Fold Change,ROB P-Value
ENSGACG00000008253,ENSGACG00000008253,1.8628791843979704,1.8381609599939446,0.6664231870844399,0.5089481946624802,-1.8381609599939446,0.6664231870844399
ENSGACG00000000834,npsn,1.2726600368659402,3.532057832268265,0.8893407914597512,0.09542778649921504,-3.532057832268265,0.8893407914597512
ENSGACG00000003653,zgc:64051,1.2726600368659402,0.03563200614876616,1,1.2405612244897954,-0.03563200614876616,1
ENSGACG00000003574,rpl35,6.105079307284437,-0.05868702104689705,1,6.3459478021978,0.05868702104689705,1
ENSGACG00000004055,rpl6,5.422638417950528,0.09277278674274392,1,5.073577315541599,-0.09277278674274392,1
ENSGACG00000004641,lipg,1.1066609016225566,0.9709420735014765,1,0.5566620879120877,-0.9709420735014765,1
ENSGACG00000006905,c7a,2.914207040939399,0.26562484997260594,1,2.417503924646781,-0.26562484997260594,1
ENSGACG00000011546,anxa1a,1.2173269917848122,-0.39620641413282054,1,1.6063677394034532,0.39620641413282054,1
ENSGACG00000014527,fbp2,0.645552192613158,-0.7898702626190974,1,1.129228806907378,0.7898702626190974,1
ENSGACG00000014744,gstt1a,0.9037730696584212,-0.19040819220282634,1,1.033801020408163,0.19040819220282634,1
ENSGACG00000001108,ENSGACG00000001108,2.655986163894136,-0.18739000063991162,1,3.021879905808476,0.18739000063991162,1
ENSGACG00000004210,nid1a,1.3464374303074438,0.6646956008463838,1,0.8429454474097329,-0.6646956008463838,1
ENSGACG00000004652,ENSGACG00000004652,2.7666522540563916,-0.5682738109805721,1,4.103394819466247,0.5682738109805721,1
ENSGACG00000004750,cfl1l,1.327993081947068,0.39995429626091983,1,1.001991758241758,-0.39995429626091983,1
ENSGACG00000005108,psap,3.3568714015884216,0.7833150703257052,1,1.9403649921507058,-0.7833150703257052,1
ENSGACG00000006921,ENSGACG00000006921,8.742621122818198,0.9420421038208229,1,4.532819858712714,-0.9420421038208229,1
ENSGACG00000008736,rps24,7.433072389231505,0.029137432035753363,1,7.268416405023546,-0.029137432035753363,1
ENSGACG00000010801,ENSGACG00000010801,3.4490931433903014,-0.09946755559574028,1,3.6898744113029815,0.09946755559574028,1
ENSGACG00000011558,rps27a,10.218168991648273,0.1391216254178742,1,9.256495290423858,-0.1391216254178742,1
ENSGACG00000003551,ENSGACG00000003551,1.4202148237489476,-0.10438088594397688,1,1.5268445839874407,0.10438088594397688,1
ENSGACG00000003555,ENSGACG00000003555,1.5124365655508274,0.5851691687278273,1,1.001991758241758,-0.5851691687278273,1
ENSGACG00000003895,rps23,5.699303643356167,-0.01757159534061037,1,5.757476452119307,0.01757159534061037,1
ENSGACG00000004372,rpl22,3.338427053228046,-0.07649148877050704,1,3.514923469387754,0.07649148877050704,1
ENSGACG00000004517,alpl,0.9037730696584212,-0.21210326330214502,1,1.0497056514913654,0.21210326330214502,1
ENSGACG00000004926,rps10,6.344855835969325,-0.05985742909465808,1,6.6004218995290405,0.05985742909465808,1
ENSGACG00000005189,rplp2,5.145973192544888,0.2519499130755296,1,4.310155023547879,-0.2519499130755296,1
ENSGACG00000007041,rpl29,2.895762692579023,0.006115845359309091,1,2.8787382260596535,-0.006115845359309091,1
ENSGACG00000000741,rps26,4.906196663860001,0.2101297373809028,1,4.230631868131867,-0.2101297373809028,1
ENSGACG00000000618,lrp1aa,0.40577566392827075,-1.2886761195905392,1,1.0178963893249604,1.2886761195905392,1
ENSGACG00000008496,rplp0,3.8364244589581964,0.01662206148103662,1,3.7853021978021966,-0.01662206148103662,1
ENSGACG00000003361,col1a1b,3.3015383565072938,-0.19283492959736614,1,3.769397566718994,0.19283492959736614,1
ENSGACG00000003288,rpl38,2.250210499965865,-0.13275797614210583,1,2.4652178178963884,0.13275797614210583,1
ENSGACG00000002813,glud1b,1.1066609016225566,0.49701088516906416,1,0.7793269230769229,-0.49701088516906416,1
ENSGACG00000006059,RPL19,3.006428782741279,0.020787282111349725,1,2.958261381475666,-0.020787282111349725,1
ENSGACG00000006492,cpn1,1.1066609016225566,0.4684417329722932,1,0.7952315541601254,-0.4684417329722932,1
ENSGACG00000006673,rbp4,3.283094008146918,-0.6189374406391965,1,5.041768053375194,0.6189374406391965,1
ENSGACG00000014492,hbae5,21.635220626720983,-0.057199319842984764,1,22.457339089481938,0.057199319842984764,1
ENSGACG00000016153,rpl9,6.971963680222107,0.2177630622833302,1,5.980141287284142,-0.2177630622833302,1
ENSGACG00000019181,rps15a,7.340850647429626,-0.013811471051031532,1,7.395653453689166,0.013811471051031532,1
ENSGACG00000019097,prdx2,1.4755478688300756,-0.4273001832343891,1,1.9880788854003133,0.4273001832343891,1
ENSGACG00000018429,ENSGACG00000018429,1.1988826434244364,0.8622064339605958,1,0.6520898744113027,-0.8622064339605958,1
ENSGACG00000018299,si:ch211-156l18.7,5.035307102382633,0.013541071449802544,1,4.978149529042384,-0.013541071449802544,1
ENSGACG00000017861,rps6,5.422638417950528,0.03099658915605419,1,5.296242150706434,-0.03099658915605419,1
ENSGACG00000017164,rps3a,5.883747126959926,-0.1261536504835301,1,6.40956632653061,0.1261536504835301,1
ENSGACG00000017044,anxa5b,1.6784357007942108,0.290748197589187,1,1.3677982731554155,-0.290748197589187,1
ENSGACG00000016657,arpc1b,1.327993081947068,-0.1392045148471116,1,1.4632260596546305,0.1392045148471116,1
ENSGACG00000016593,actb1,1.5493252622715792,-0.41390232801884597,1,2.067602040816326,0.41390232801884597,1
ENSGACG00000004818,ENSGACG00000004818,1.0328835081810528,-0.22376678914925707,1,1.2087519623233904,0.22376678914925707,1
ENSGACG00000004515,ENSGACG00000004515,14.571035204696996,-0.48876586526860866,1,20.405641679748815,0.48876586526860866,1
ENSGACG00000005421,ENSGACG00000005421,0.2951095737660151,-1.892231980248775,1,1.1451334379905804,1.892231980248775,1
ENSGACG00000006710,ENSGACG00000006710,2.7850966024167674,-1.7391594422855636,1,9.320113814756668,1.7391594422855636,1
ENSGACG00000006713,ENSGACG00000006713,2.1026557130828576,0.3276993337620786,1,1.6699862637362632,-0.3276993337620786,1
ENSGACG00000007324,ENSGACG00000007324,1.1988826434244364,0.3003275463524808,1,0.9701824960753529,-0.3003275463524808,1
ENSGACG00000009305,atp5if1b,0.5717747991716543,-0.7898702626190973,1,1.001991758241758,0.7898702626190973,1
ENSGACG00000009310,rpl13a,8.59506633593519,0.1555675400160741,1,7.697841444270013,-0.1555675400160741,1
ENSGACG00000011212,ENSGACG00000011212,1.1804382950640604,-0.7447823730905594,1,1.9880788854003133,0.7447823730905594,1
ENSGACG00000011880,pygl,1.0882165532621806,1.2590393378618487,1,0.4453296703296702,-1.2590393378618487,1
ENSGACG00000012167,lgmn,1.1804382950640604,1.5886413606346323,1,0.3817111459968602,-1.5886413606346323,1
ENSGACG00000002088,rpl36,4.943085360580753,-0.09778626713373528,1,5.280337519623232,0.09778626713373528,1
ENSGACG00000003021,klf2a,0.31355392212639105,-1.7696923806814673,1,1.1133241758241754,1.7696923806814673,1
ENSGACG00000004230,RPL5,4.850863618778873,0.30615662515467834,1,3.9125392464678166,-0.30615662515467834,1
ENSGACG00000008021,uba52,4.481976651571355,0.1296398195205346,1,4.087490188383044,-0.1296398195205346,1
ENSGACG00000008558,si:ch211-43f4.1,1.309548733586692,0.9877373160444546,1,0.6520898744113027,-0.9877373160444546,1
ENSGACG00000012793,ENSGACG00000012793,2.3793209384884966,0.03282520557299251,1,2.322076138147566,-0.03282520557299251,1
ENSGACG00000012927,ENSGACG00000012927,9.36972896707098,0.28876224722663624,1,7.650127551020406,-0.28876224722663624,1
ENSGACG00000014467,serbp1a,0.8853287212980453,-0.2836848752820583,1,1.0815149136577704,0.2836848752820583,1
ENSGACG00000000151,ENSGACG00000000151,1.641547004073459,0.5522357142058951,1,1.1133241758241754,-0.5522357142058951,1
ENSGACG00000002118,rpl11,4.59264274173361,-0.00399506797194471,1,4.596438383045524,0.00399506797194471,1
ENSGACG00000002182,ENSGACG00000002182,9.904615069521881,0.1835600169770002,1,8.69983320251177,-0.1835600169770002,1
ENSGACG00000002835,rps5,5.662414946635415,-0.11927347806860622,1,6.139187598116168,0.11927347806860622,1
ENSGACG00000003336,ENSGACG00000003336,6.344855835969325,-0.18914044603962488,1,7.220702511773938,0.18914044603962488,1
ENSGACG00000003398,icn,4.740197528616617,0.3144663971956385,1,3.801206828885399,-0.3144663971956385,1
ENSGACG00000003403,ENSGACG00000003403,1.2357713401451882,-0.49682328771886386,1,1.7495094191522758,0.49682328771886386,1
ENSGACG00000003457,fabp11a,0.27666522540563915,-2.037797776062683,1,1.192847331240188,2.037797776062683,1
ENSGACG00000003628,rpl30,5.459527114671279,0.0023840920088562534,1,5.439383830455257,-0.0023840920088562534,1
ENSGACG00000003995,rplp1,8.853287212980453,0.12002282115094509,1,8.12726648351648,-0.12002282115094509,1
ENSGACG00000006511,col1a2,3.670425323714813,-0.11755762679514459,1,3.9761577708006266,0.11755762679514459,1
ENSGACG00000007961,rpl15,3.264649659786542,-0.06902433381616846,1,3.419495682888539,0.06902433381616846,1
ENSGACG00000008265,rpl14,4.611087090093986,-0.04232838286643048,1,4.739580062794347,0.04232838286643048,1
ENSGACG00000009814,rps18,6.971963680222107,0.16147393143678634,1,6.21871075353218,-0.16147393143678634,1
ENSGACG00000002699,ENSGACG00000002699,5.404194069590152,0.05225007759918343,1,5.200814364207219,-0.05225007759918343,1
ENSGACG00000000061,cnbpa,0.8484400245772934,-0.23528141094146002,1,1.001991758241758,0.23528141094146002,1
ENSGACG00000015245,naca,3.0433174794620306,-0.20273339066360418,1,3.4990188383045515,0.20273339066360418,1
ENSGACG00000002997,ENSGACG00000002997,1.4939922171904514,-0.9558802140580266,1,2.9105474882260585,0.9558802140580266,1
ENSGACG00000011650,tegt,1.0697722049018048,0.07040497371428944,1,1.0178963893249604,-0.07040497371428944,1
ENSGACG00000010752,cd63,1.6968800491545868,0.7048944291304804,1,1.033801020408163,-0.7048944291304804,1
ENSGACG00000010457,ENSGACG00000010457,1.0882165532621806,0.23437728362757967,1,0.9224686028257454,-0.23437728362757967,1
ENSGACG00000010310,ppdpfb,1.1435495983433086,-0.3517491502272124,1,1.4632260596546305,0.3517491502272124,1
ENSGACG00000009964,tktb,2.4162096352092486,0.6106676669646314,1,1.5745584772370482,-0.6106676669646314,1
ENSGACG00000009225,ENSGACG00000009225,1.4386591721093236,-0.2275565008431415,1,1.6858908948194657,0.2275565008431415,1
ENSGACG00000008944,ENSGACG00000008944,1.1435495983433086,0.23321335049394376,1,0.9701824960753529,-0.23321335049394376,1
ENSGACG00000008262,fance,5.164417540905264,-0.1271191567902159,1,5.630239403453687,0.1271191567902159,1
ENSGACG00000007164,pgd,1.8628791843979704,-0.3366134411097632,1,2.353885400313971,0.3366134411097632,1
ENSGACG00000006447,ybx1,3.375315749948798,0.5537826034229811,1,2.290266875981161,-0.5537826034229811,1
ENSGACG00000003794,krt8,2.563764422092256,-0.4934772598388728,1,3.610351255886969,0.4934772598388728,1
ENSGACG00000013304,ENSGACG00000013304,1.973545274560226,0.3503073954291629,1,1.5427492150706432,-0.3503073954291629,1
ENSGACG00000013073,rpl10,4.6479757868147376,-0.006549032761151707,1,4.660056907378334,0.006549032761151707,1
ENSGACG00000013002,ENSGACG00000013002,0.47955305736977455,-2.9418733560641472,1,3.801206828885399,2.9418733560641472,1
ENSGACG00000012484,zgc:171772,7.137962815465491,0.14470666238285412,1,6.441375588697015,-0.14470666238285412,1
ENSGACG00000012518,col6a2,1.6968800491545868,0.13457870437372577,1,1.5427492150706432,-0.13457870437372577,1
ENSGACG00000015206,cirbpa,1.2173269917848122,0.34548159027578884,1,0.9542778649921504,-0.34548159027578884,1
ENSGACG00000015549,rps15,2.04732266800173,0.184594645273765,1,1.7972233124018833,-0.184594645273765,1
ENSGACG00000015568,rps28,3.7442027171563166,-8.797000944316125e-05,1,3.737588304552589,8.797000944316125e-05,1
ENSGACG00000016489,rps8a,6.824408893339099,0.13438031669435357,1,6.202806122448978,-0.13438031669435357,1
ENSGACG00000017028,ENSGACG00000017028,1.3648817786678198,0.6060584137120417,1,0.8906593406593404,-0.6060584137120417,1
ENSGACG00000017701,ENSGACG00000017701,1.6784357007942108,0.5048730029420344,1,1.1769427001569854,-0.5048730029420344,1
ENSGACG00000002035,rpl8,7.6175158728352645,0.11245380632520963,1,7.029846938775508,-0.11245380632520963,1
ENSGACG00000002393,ENSGACG00000002393,0.9591061147395491,-0.7898702626190975,1,1.6699862637362632,0.7898702626190975,1
ENSGACG00000003250,rpl24,2.582208770452632,0.06427887091744777,1,2.4652178178963884,-0.06427887091744777,1
ENSGACG00000006855,tpt1,2.4530983319300006,-0.04570916704868733,1,2.5288363422291984,0.04570916704868733,1
ENSGACG00000007282,cxcr4a,1.7337687458753388,0.27219070551315416,1,1.4314167974882255,-0.27219070551315416,1
ENSGACG00000007959,lcp1,1.8997678811187222,0.3870074994649819,1,1.447321428571428,-0.3870074994649819,1
ENSGACG00000007989,itm2bb,3.246205311426166,-0.4921897139784124,1,4.564629120879119,0.4921897139784124,1
ENSGACG00000001423,PLA1A,3.596647930273309,1.3818960856473823,1,1.3677982731554155,-1.3818960856473823,1
ENSGACG00000001123,ENSGACG00000001123,6.824408893339099,-0.16448796976833613,1,7.634222919937203,0.16448796976833613,1
ENSGACG00000000344,ENSGACG00000000344,1.3648817786678198,-0.329235896900143,1,1.7177001569858708,0.329235896900143,1
ENSGACG00000000350,ENSGACG00000000350,1.4571035204696996,-0.11179835750645972,1,1.5745584772370482,0.11179835750645972,1
ENSGACG00000018720,rps4x,3.338427053228046,0.0036788599134762734,1,3.324067896389324,-0.0036788599134762734,1
ENSGACG00000019081,ENSGACG00000019081,0.3873313155678948,-2.9228956812498805,1,3.0536891679748814,2.9228956812498805,1
ENSGACG00000019142,ENSGACG00000019142,1.6046583073527072,0.3841591371559515,1,1.224656593406593,-0.3841591371559515,1
ENSGACG00000019593,rpl34,6.45552192613158,-0.11262017184989537,1,6.966228414442698,0.11262017184989537,1
ENSGACG00000020061,S100P,1.4755478688300756,2.965017239544371,1,0.17495094191522756,-2.965017239544371,1
ENSGACG00000020072,eif4a1b,1.6968800491545868,0.35697112571017375,1,1.320084379905808,-0.35697112571017375,1
ENSGACG00000020086,ENSGACG00000020086,2.305543545046993,0.05812664393585232,1,2.2107437205651483,-0.05812664393585232,1
ENSGACG00000020257,ubb,3.1355392212639104,-0.42730018323438923,1,4.214727237048664,0.42730018323438923,1
ENSGACG00000020298,pcolcea,17.59590833579865,1.0140896375114572,1,8.683928571428568,-1.0140896375114572,1
ENSGACG00000020358,tagln2,1.291104385226316,0.21012973738090246,1,1.1133241758241754,-0.21012973738090246,1
ENSGACG00000020625,rpl23a,5.072195799103384,-0.15302102023297337,1,5.630239403453687,0.15302102023297337,1
ENSGACG00000020692,ENSGACG00000020692,3.7995357622374444,0.18251750617304285,1,3.3399725274725265,-0.18251750617304285,1
ENSGACG00000020827,ncf1,1.1988826434244364,1.0845988552970438,1,0.5566620879120877,-1.0845988552970438,1
ENSGACG00000001880,slco2b1,1.4017704753885718,0.6955565645511446,1,0.8588500784929354,-0.6955565645511446,1
ENSGACG00000020896,rhogb,1.1619939467036844,0.4027748153232986,1,0.8747547095761379,-0.4027748153232986,1
ENSGACG00000020906,rps14,9.793948979359627,0.05352387833608896,1,9.415541601255883,-0.05352387833608896,1
ENSGACG00000016901,ENSGACG00000016901,5.404194069590152,0.1809833917213859,1,4.755484693877549,-0.1809833917213859,1
ENSGACG00000017032,cfl1,0.7746626311357896,-0.5730588735459491,1,1.161038069073783,0.5730588735459491,1
ENSGACG00000017440,rpl39,5.699303643356167,-0.09117468538060836,1,6.0596644427001545,0.09117468538060836,1
ENSGACG00000017482,rpl36a,8.668843729376693,0.15602233204145177,1,7.761459968602823,-0.15602233204145177,1
ENSGACG00000017697,ENSGACG00000017697,1.1251052499829326,-1.1665908303468393,1,2.544740973312401,1.1665908303468393,1
ENSGACG00000017702,eef1g,3.1724279179846624,0.21012973738090257,1,2.735596546310831,-0.21012973738090257,1
ENSGACG00000018016,cd74a,3.6519809753544368,-0.30299276158013067,1,4.501010596546309,0.30299276158013067,1
ENSGACG00000018103,rack1,4.389754909769475,0.061147995911089215,1,4.198822605965462,-0.061147995911089215,1
ENSGACG00000018439,rpl26,6.344855835969325,-0.0032739007282907018,1,6.3459478021978,0.0032739007282907018,1
ENSGACG00000019287,ENSGACG00000019287,2.4162096352092486,-0.3821007638042928,1,3.1491169544740965,0.3821007638042928,1
ENSGACG00000019282,ENSGACG00000019282,10.974387274423686,-0.46248544537524605,1,15.093494897959179,0.46248544537524605,1
ENSGACG00000019128,ENSGACG00000019128,2.951095737660151,0.7336916934379153,1,1.7654140502354783,-0.7336916934379153,1
ENSGACG00000019806,dcn,12.50526818833489,0.3647320691753855,1,9.685920329670326,-0.3647320691753855,1
ENSGACG00000019945,ptn,5.625526249914663,1.1011953658277385,1,2.608359497645211,-1.1011953658277385,1
ENSGACG00000020009,rps16,4.297533167967595,-0.022793351447714993,1,4.357868916797487,0.022793351447714993,1
