FeatureID,FeatureName,ROB Average,ROB Log2 Fold Change,ROB P-Value,SAY Average,SAY Log2 Fold Change,SAY P-Value
ENSGACG00000009171,ENSGACG00000009171,0.0018940506145629283,-9.619514877853524,9.1657001120035e-103,1.6761464390693943,9.619514877853524,9.1657001120035e-103
ENSGACG00000012951,ENSGACG00000012951,1.3838407302650395,3.940706158321923,3.6945530304325357e-19,0.08955093355381805,-3.940706158321923,3.6945530304325357e-19
ENSGACG00000013895,ENSGACG00000013895,1.3767380404604286,-2.8266273792380883,4.6483078844456405e-17,9.771550832334546,2.8266273792380883,4.648307884445797e-17
ENSGACG00000014415,npsn,17.921506914994428,2.5491207025731732,2.674371842888271e-10,3.0626419275405774,-2.5491207025731732,2.674371842888226e-10
ENSGACG00000020086,ENSGACG00000020086,0.5097363716442481,-2.2424847313491956,9.879982071851418e-10,2.413552057436696,2.2424847313491956,9.879982071851195e-10
ENSGACG00000020286,prdx5,3.4815017858934825,2.0918165267052067,1.514223473148029e-08,0.8164574769527411,-2.0918165267052067,1.5142234731481135e-08
ENSGACG00000012927,ENSGACG00000012927,29.58483384314612,1.9650855682877189,9.81959057448509e-07,7.579714534524199,-1.9650855682877189,9.81959057448658e-07
ENSGACG00000002918,ENSGACG00000002918,1.0800823629545098,1.7787101049826828,6.213247364569361e-06,0.3143546564061613,-1.7787101049826828,6.213247364569338e-06
ENSGACG00000004949,ENSGACG00000004949,1.0876585654127615,1.8524084120093982,7.2436129837617034e-06,0.3007676182117889,-1.8524084120093982,7.24361298376173e-06
ENSGACG00000014527,fbp2,3.4206554099006485,1.752984048047502,7.806408090958523e-06,1.0147047160615383,-1.752984048047502,7.806408090958986e-06
ENSGACG00000005566,ENSGACG00000005566,1.4110677078493816,1.8895085822172961,1.1368705949902988e-05,0.380437069442427,-1.8895085822172961,1.1368705949902909e-05
ENSGACG00000003056,g6pd,1.0163949110398314,1.7815212335184807,1.2916682217891194e-05,0.29520928440500016,-1.7815212335184807,1.291668221789124e-05
ENSGACG00000007164,pgd,4.231309072933582,1.646734556200076,3.982469535054068e-05,1.3512927076948544,-1.646734556200076,3.982469535053993e-05
ENSGACG00000001460,ENSGACG00000001460,2.095056736033419,-1.3385079397907291,5.7291137846665646e-05,5.300180081095631,1.3385079397907291,5.7291137846662515e-05
ENSGACG00000000675,lta4h,2.051493571898472,1.6043694389958518,7.786817155735898e-05,0.6744111685570298,-1.6043694389958518,7.786817155736276e-05
ENSGACG00000011880,pygl,1.3885758568014468,1.5061013390732336,0.0003448847123733026,0.48851578235220744,-1.5061013390732336,0.0003448847123733013
ENSGACG00000004257,gfi1ab,0.7701683311466507,-1.2707318536562622,0.0003490425539157643,1.8589538620482229,1.2707318536562622,0.0003490425539157666
ENSGACG00000008253,ENSGACG00000008253,0.5066585393955834,-1.2330194483740458,0.00041190507241146626,1.1913362125883795,1.2330194483740458,0.00041190507241146626
ENSGACG00000006713,ENSGACG00000006713,1.3111565379311871,-1.224290312737912,0.000413023169382141,3.0644947054761733,1.224290312737912,0.0004130231693821593
ENSGACG00000004882,ENSGACG00000004882,1.0111862718497833,1.5668568648487344,0.00048665969373683975,0.3409111401497073,-1.5668568648487344,0.00048665969373683796
ENSGACG00000014492,hbae5,5.512871070012223,-1.2861120267353505,0.001061410680881673,13.449315034493074,1.2861120267353505,0.0010614106808816597
ENSGACG00000007744,gpia,1.1037579956365464,1.4098766231254651,0.001170586237137479,0.41502225757355676,-1.4098766231254651,0.0011705862371374665
ENSGACG00000016593,actb1,1.877714428012323,1.2658438960430631,0.004079550524400695,0.7806371035312138,-1.2658438960430631,0.0040795505244007714
