FeatureID,FeatureName,GOS Average,GOS Log2 Fold Change,GOS P-Value,SAY Average,SAY Log2 Fold Change,SAY P-Value
ENSGACG00000000336,ENSGACG00000000336,0,-5.7554739423437455,0.010205238742769747,1.1623746347085218,5.7554739423437455,0.010205238742769747
ENSGACG00000011059,zgc:112492,0,-5.5855489409014325,0.010205238742769747,1.030286608037099,5.5855489409014325,0.010205238742769747
ENSGACG00000006921,ENSGACG00000006921,10.38489634298978,2.306234762316878,0.372472670758406,2.0869908214084822,-2.306234762316878,0.372472670758406
ENSGACG00000001460,ENSGACG00000001460,0.24099970416221012,-2.2933681894081217,0.372472670758406,1.2680450560456602,2.2933681894081217,0.372472670758406
ENSGACG00000004482,stmn4,2.4538151696515937,3.234630021513756,0.42309011866834745,0.23775844800856127,-3.234630021513756,0.42309011866834745
ENSGACG00000004701,ENSGACG00000004701,0.10954532007373187,-4.8684829041729305,0.42309011866834745,3.830552773471265,4.8684829041729305,0.42309011866834745
ENSGACG00000012781,ENSGACG00000012781,0.13145438408847823,-2.9481190202861405,0.42309011866834745,1.1623746347085218,2.9481190202861405,0.42309011866834745
ENSGACG00000006358,ENSGACG00000006358,0.4600903443096738,-3.35108368726441,0.8742948580661021,4.913674592176933,3.35108368726441,0.8742948580661013
ENSGACG00000008834,steap4,1.0516350727078259,-2.5855489409014325,0.9030610809275382,6.445895701565439,2.5855489409014325,0.903061080927539
ENSGACG00000003653,zgc:64051,1.5117254170174999,-0.4741878319537284,1,2.113408426742767,0.4741878319537284,1
ENSGACG00000003574,rpl35,7.2519001888810495,0.1572222749459793,1,6.525148517568293,-0.1572222749459793,1
ENSGACG00000004055,rpl6,6.441264820335434,0.0954602472907582,1,6.04963162155117,-0.0954602472907582,1
ENSGACG00000004060,dynll1,1.0078169446783332,0.121043004221255,1,0.9246161866999605,-0.121043004221255,1
ENSGACG00000004641,lipg,1.3145438408847825,1.6671164915488161,1,0.39626408001426877,-1.6671164915488161,1
ENSGACG00000006905,c7a,3.461632114329927,-0.7709168531449024,1,5.943961200214032,0.7709168531449024,1
ENSGACG00000011546,anxa1a,1.4459982249732606,-0.44545916899988314,1,1.981320400071344,0.44545916899988314,1
ENSGACG00000014744,gstt1a,1.0735441367225722,0.13230783031706927,1,0.9774513973685297,-0.13230783031706927,1
ENSGACG00000001108,ENSGACG00000001108,3.154905218123478,0.5587362393827806,1,2.1398260320770515,-0.5587362393827806,1
ENSGACG00000001066,ENSGACG00000001066,1.1611803927815578,0.09894923337063821,1,1.0831218187056681,-0.09894923337063821,1
ENSGACG00000004210,nid1a,1.5993616730764852,1.3608700188937235,1,0.6076049226885455,-1.3608700188937235,1
ENSGACG00000004652,ENSGACG00000004652,3.286359602211956,-0.047583919717445466,1,3.4078710881227114,0.047583919717445466,1
ENSGACG00000004750,cfl1l,1.577452609061739,0.11884879080834321,1,1.4529682933856523,-0.11884879080834321,1
ENSGACG00000005108,psap,3.98744965068384,-0.369972827186404,1,5.177850645519779,0.369972827186404,1
ENSGACG00000008736,rps24,8.82935279794279,-0.11320400346097159,1,9.589590736345304,0.11320400346097159,1
ENSGACG00000010801,ENSGACG00000010801,4.096994970757572,-0.8789569957787453,1,7.581852730939676,0.8789569957787453,1
ENSGACG00000011558,rps27a,12.137621464169492,-0.07801422233948818,1,12.865373797796593,0.07801422233948818,1
ENSGACG00000003124,pltp,0.8325444325603621,-0.7331061293152904,1,1.400133082717083,0.7331061293152904,1
ENSGACG00000003551,ENSGACG00000003551,1.6869979291354706,-1.0116416286892718,1,3.4342886934569963,1.0116416286892718,1
ENSGACG00000003555,ENSGACG00000003555,1.7965432492092026,-0.4735439153883013,1,2.5096725067570356,0.4735439153883013,1
ENSGACG00000003825,ENSGACG00000003825,1.0516350727078259,0.14163563247218852,1,0.9510337920342451,-0.14163563247218852,1
ENSGACG00000003895,rps23,6.769900780556629,-0.15742144218214493,1,7.581852730939676,0.15742144218214493,1
